Account Id,Brand
24032,SKY
24036,SKY
24037,SKY
24038,SKY
24039,SKY
24043,SKY
24044,SKY
24046,SKY
24047,SKY
24048,SKY
24055,SKY
24064,SKY
24065,SKY
24069,SKY
24070,SKY
24072,SKY
24073,SKY
24080,SKY
24084,SKY
24085,SKY
24089,SKY
24092,SKY
24093,SKY
24095,SKY
24096,SKY
24098,SKY
24099,SKY
24100,SKY
24101,SKY
24102,SKY
24104,SKY
24106,SKY
24107,SKY
24109,SKY
24112,SKY
24113,SKY
24114,SKY
24120,SKY
24123,SKY
24124,SKY
24126,SKY
24131,SKY
24132,SKY
24133,SKY
24135,SKY
24136,SKY
24139,SKY
24149,SKY
24150,SKY
24153,SKY
24155,SKY
24156,SKY
24161,SKY
24169,SKY
24171,SKY
24172,SKY
24182,SKY
24189,SKY
24192,SKY
24194,SKY
24198,SKY
24200,SKY
24203,SKY
24212,SKY
24213,SKY
24214,SKY
24215,SKY
24216,SKY
24219,SKY
24220,SKY
24222,SKY
24224,SKY
24225,SKY
24226,SKY
24227,SKY
24229,SKY
24233,SKY
24234,SKY
24238,SKY
24239,SKY
24244,SKY
24246,SKY
24247,SKY
24248,SKY
24250,SKY
24252,SKY
24253,SKY
24255,SKY
24256,SKY
24259,SKY
24260,SKY
24266,SKY
24267,SKY
24268,SKY
24270,SKY
24271,SKY
24273,SKY
24276,SKY
24280,SKY
24282,SKY
24283,SKY
24284,SKY
24286,SKY
24287,SKY
24288,SKY
24289,SKY
24290,SKY
24291,SKY
24292,SKY
24297,SKY
24298,SKY
24299,SKY
24300,SKY
24301,SKY
24305,SKY
24307,SKY
24309,SKY
24310,SKY
24313,SKY
24314,SKY
24317,SKY
24320,SKY
24323,SKY
24326,SKY
24331,SKY
24333,SKY
24337,SKY
24343,SKY
24345,SKY
24349,SKY
24351,SKY
24354,SKY
24355,SKY
24361,SKY
24362,SKY
24364,SKY
24365,SKY
24367,SKY
24369,SKY
24373,SKY
24376,SKY
24378,SKY
24380,SKY
24388,SKY
24390,SKY
24391,SKY
24392,SKY
24394,SKY
24395,SKY
24397,SKY
24400,SKY
24402,SKY
24403,SKY
24406,SKY
24407,SKY
24411,SKY
24413,SKY
24415,SKY
24417,SKY
24418,SKY
24420,SKY
24422,SKY
24432,SKY
24438,SKY
24439,SKY
24440,SKY
24443,SKY
24446,SKY
24448,SKY
24450,SKY
24456,SKY
24461,SKY
24463,SKY
24464,SKY
24465,SKY
24466,SKY
24467,SKY
24477,SKY
24478,SKY
24479,SKY
24480,SKY
24482,SKY
24485,SKY
24486,SKY
24489,SKY
24490,SKY
24491,SKY
24492,SKY
24497,SKY
24499,SKY
24501,SKY
24504,SKY
24508,SKY
24509,SKY
24510,SKY
24511,SKY
24512,SKY
24521,SKY
24524,SKY
24526,SKY
24527,SKY
24530,SKY
24534,SKY
24535,SKY
24538,SKY
24539,SKY
24540,SKY
24544,SKY
24547,SKY
24551,SKY
24552,SKY
24553,SKY
24556,SKY
24559,SKY
24563,SKY
24564,SKY
24565,SKY
24566,SKY
24567,SKY
24569,SKY
24572,SKY
24576,SKY
24577,SKY
24578,SKY
24579,SKY
24582,SKY
24585,SKY
24586,SKY
24610,SKY
24614,SKY
24615,SKY
24619,SKY
24620,SKY
24621,SKY
24628,SKY
24629,SKY
24634,SKY
24635,SKY
24636,SKY
24641,SKY
24642,SKY
24644,SKY
24646,SKY
24651,SKY
24655,SKY
24657,SKY
24662,SKY
24663,SKY
24664,SKY
24675,SKY
24682,SKY
24684,SKY
24685,SKY
24686,SKY
24689,SKY
24690,SKY
